"DATA_CENTER_URL"	"SHORT_DCNAME"	"LONG_DCNAME"
"http://www.nrm.se/theswedishmuseumofnaturalhistory/researchandcollections/geology/laboratoryforisotopegeology.78_en.html"	"NRM"	"Swedish Museum of Natural History, Laboratory for Isotope Geology (Naturhistoriska Riksmuséet)"
"http://www.ntnu.no/igb"	"NTNU-IGB"	"Norwegian University of Science and Technology, Department of Geology and Mineral Resources Engineering"
"http://www.dongenergy.no/NO_/Pages/index.aspx"	"Dong Energy"	"Dong Energy E and P Norway"
"http://www.ntnu.no/bat/english"	"NTNU-BAT"	"Norwegian University of Science and Technology, Department of Civil and Transport Engineering"
"www.pabgi.ru"	"PABGI RAS"	"Russian Academy of Sciences, Polar-Alpine Botanical Garden-Institute, Kirovsk"
"http://www.archaeolog.ru/"	"IA RAS"	"Russian Academy of Science, Institute of Archaeology"
"http://www.aber.ac.uk/en/ibers/"	"ABER"	"Aberystwyth University, Institute of Biological, Environmental and Rural Sciences"
"www.met.no"	"met.no"	"Norwegian Meteorological Institute (Meteorologisk Institutt)"
"http://www.kew.org/"	"KEW"	"Royal Botanic Gardens, Jodrell Laboratory, Kew, United Kingdom"
"http://uk.kvl.dk/main.asp"	"KVL"	"Royal Veterinary and Agricultural University"
"http://www.ujf-grenoble.fr"	"UJF"	"University Joseph Fourier (Université Joseph Fourier), Lab. de Biologie des Populations dAltitude, Grenoble, France"
"http://www.ncl.ac.uk/"	"NCL"	"University of Newastle upon Tyne, United Kingdom"
"http://www.dwd.de/"	"DWD"	"German Weather Service (Deutscher Wetterdienst)"
	"IZMIRAN"	"High Latitude Geophysical Laboratory, IZMIRAN"
"http://www.usu.edu/"	"USU"	"Utah State University, Center for Atmospheric and Space Sciences, USA"
"http://www.unomaha.edu/main.php"	"NU Omaha"	"University of Nebraska, Omaha Campus, USA."
"http://www.shef.ac.uk/"	"SHEF"	"University of Sheffield, United Kingdom"
"http://www.alaska.edu/"	"UAF"	"University of Alaska"
"http://www.uni-heidelberg.de"	"Uni Heidelberg"	"University of Heidelberg, Germany."
"http://www.au.dk/en"	"AU"	"Aarhus University, Denmark"
"http://www.nrl.navy.mil/"	"NRL"	"US Naval Research Lab"
"http://www.ugent.be"	"UGENT"	"University of Gent, Belgium"
"http://www.unibo.it"	"UNIBO"	"University of Bologna, Italy"
"http://www.uniurb.it"	"UNIURB"	"University of Urbino, Italy"
"http://www.uclan.ac.uk/"	"UCLAN"	"University of Central Lancashire, United Kingdom"
"http://www.mil.no/felles/ffi"	"FFI"	"Norwegian Defense Research Establishment (FFI)"
"http://www.opticonsult.no/"	"Opticonsult"	"Opticonsult"
"http://www.hibo.no/english"	"HBO"	"Bodø University College (Høgskolen i Bodø)"
"http://www.knu.ac.kr/bbs/newmain/index.jsp"	"KNU"	"Kyungpook National University"
"www.nina.no"	"NINA - Lillehammer"	"Norwegian Institute for Nature Research, Lillehammer"
"http://www.vsegei.ru"		"A.P.Karpinsky Russian Geological Research Institute"
"www.imbg.org.ua"	"NASU IMBG"	"National Academy of Sciences of Ukraine, Institute of Molecular Biology and Genetics"
"www.univer.kharkov.ua"	"KhNU"	"V.N.Karazin Kharkiv National University"
"www.imbg.org.ua"	"IMBG"	"Institute Molecular biology and Genetic NAS"
"www.mebrc.org/"	"NASU MEBRC"	"National Academy of Sciences of Ukraine, Megapolis Ecomonitoring and Biodiversity Research Centre"
"www.niku.no"		"The Norwegian Institute for Cultural Heritage Research "
"www.sp.se"	"SP"	"SP Technical Research Institute of Sweden"
"www.goauniversity.ac.in"	"Goauniv"	"Goa University"
"www. santateresa.enea.it"	"ENEA-MERC"	"ENEA-Marine Environment Research Centre"
"http://www.bio.uio.no/"	"UiO"	"University of Oslo, Department of Biology"
"http://www.sintef.no/"	"SINTEF PR"	"SINTEF Petroleum Research"
"www.nina.no"	"NINA - Trondheim"	"Norwegian Institute for Nature Research, Trondheim"
"http://www.univpm.it/Entra/Engine/RAServePG.php"	"UNIVPM"	"Universita Politecnica delle Marche"
"http://www.naturfagsenteret.no/"	"NCSE"	"Norwegian Centre for Science Education"
"www.niku.no"	"NIKU"	"The Norwegian Institute for Cultural Heritage Research"
"http://www.umu.se/english/, http://www.umf.umu.se/"	"UMU"	"Umeå University, Umeå Marine Sciences Centre (Umeå Marina Forskningscentrum)"
"www.hint.no"	"HiNT"	"Nord-Trøndelag University College"
"http://www.osakafu-u.ac.jp/english/academics/g_life_envi/index.html"	"OPU"	"Osaka Prefecture University, Graduate School of Life and Environmental Sciences"
"http://www.oru.se/English/"	"ORU"	"Örebro University, Department of Natural Science"
"http://english.dirnat.no/"	"DN"	"The Directorate for Nature Management (Direktoratet for naturforvaltning)"
"http://www.rf.no/"	"IRIS RF"	"International Research Institute of Stavanger, Rogalandsforskning, Akvamiljø"
"http://www.whu.edu.cn"	"WHU"	"Wuhan University"
"http://www.colorado.edu"	"CU"	"University of Colorado"
"http://www.gzn.uni-erlangen.de/"	"GZN"	"University of Erlangen (Universität Erlangen-Nürnberg), North Bavarian Center of Geosciences"
"http://www.marecol.gu.se/"	"GU-MARECOL"	"University of Gothenburg, Institute of Marine Ecology"
"http://www.ntnu.no/biologi"	"NTNU-IBI"	"Norwegian University of Science and Technology, Department of Biology"
"currently being revised"	"ARG"	"Arctic Research Group"
"http://www.zv.uni-leipzig.de/"	"LIM"	"University of Leipzig, Faculty of Physics and Earth Sciences, Institute for Meteorology (Leipziger Institut für Meteorologie)"
"http://english.rcees.cas.cn/"	"RCEES"	"Research Center for Eco-Environmental Sciences, Chinese Academy of Science"
"http://www.iap.ac.cn/english/iap/index.htm"	"CAS-IAP"	"Chinese Academy of Sciences, Institute of Atmospheric Physics"
"http://www.cams.cma.gov.cn/"	"CAMS"	"Chinese Academy of Meteorological Sciences "
"http://www.lzu.edu.cn/notice/English/Introduction.htm"	"LZU"	"Lanzhou University, College of Atmospheric Sciences"
"http://www.ubbcluj.ro/en/index.html"	"UBB"	"Babes Bolyai University"
"www.unifi.it"	"UNIFI"	"University of Florence (Università degli Studi di Firenze)"
"www.csiro.au/"	"CSIRO"	"Commonwealth Scientific and Industrial Research Organisation, Australia"
"http://www.up.wroc.pl/"	"UP"	"Department of Botany and Plant Ecology, The Faculty of Life Sciences and Technology, Wroclaw University of Environmental and Life Sciences"
"http://www.up.wroc.pl/"	"UP"	"Wroclaw University of Environmental and Life Sciences"
"http://www.science.smith.edu/cmet/"	"Smith College"	"Smith College "
"http://www.vbpr.no/"	"VBPR"	"Volcanic Basin Petroleum Research"
"www.iop.krakow.pl"	"PAS IOP"	"Polish Academy of Sciences, Institute of Nature Conservation"
"http://www.rcees.ac.cn/"	"CAS-RCEES"	"Chinese Academy of Sciences, Research Center for Eco-Environmental Sciences"
"http://www.geko.lu.se/kontakt.htm"	"LU-ENES"	"Lund University, Department of Earth and Ecosystem Sciences"
"www.dpes.gu.se"	"GU-DPES"	"University of Gothenburg, Dept. of Plant and Environmental Sciences"
"http://ims.shinshu-u.ac.jp/documents/english/index_e.html"	"SUIMS"	"Shinshu University, Institute of Mountain Science"
"http://www3.u-toyama.ac.jp/cfes/indexE.html"	"CFES"	"University of Toyama, Center for Far Eastern Studies"
"http://www.vssc.gov.in"	"VSSC SPL"	"Vikram Sarabhai Space Centre, Space Physics Laboratory"
"www.bangor.ac.uk"	"BU"	"Bangor University"
"www.univet.hu"	"UNIVET"	"Szent Istvan University"
"http://www.ibmt.fhg.de/fhg/ibmt/institutsprofil/standorte/_index_potsdam_golm.jsp"	"IBMT"	"Fraunhofer Institute for Biomedical Engineering IBMT Potsdam"
"http://www.vaxtbio.uu.se/"	"UU-IEE"	"Uppsala University, Department of Ecology and Evolution/Plant Ecology"
"http://www.smu.ac.kr/default.html"	"SMU"	"Sangmyung University, Department of Green Life Science"
"http://www.amu.edu.pl/en/about-us/faculties/faculty-of-biology"	"UAM BF"	"Adam Mickiewicz University, Faculty of Biology"
"http://www.ucl.ac.uk/gee/"	"UCL GEE"	"University College London, Department of Genetics, Evolution and Environment"
"http://pondside.uchicago.edu/oba/"	"UChicago OBA"	"University of Chicago, Department of Organismal Biology & Anatomy"
"http://www.science.ulster.ac.uk/envsci/-Contact-Us-.html"	"UU"	"University of Ulster - School of Environmental Sciences"
"www.pomorsu.ru"	"PGU"	"The Pomor State University named after M.Lomonosov"
"www.pomorsu.ru"		"The Pomor State University named after M. Lomonosov"
"http://www.wsl.ch/"	"WSL"	"Swiss Federal Institute for Forest, Snow and Landscape Research"
"www.otago.ac.nz"	"UoO"	"University of Otago"
"http://geography.exeter.ac.uk"	"Exeter Geography"	"School of Geography, University of Exeter"
"http://www.vsegei.ru/en/"	"VSEGEI"	"A.P. Karpinsky Russian Geological Research Institute"
"http://www.uniroma3.it"	"UniRoma3"	"University of Rome 3 (Roma Tre)"
"www.ruhr-uni-bochum.de"	"RUB"	"University of Bochum (Ruhr-Universität Bochum)"
"http://www.northumbria.ac.uk/"	"NU"	"Northumbria University"
"http://www.up.wroc.pl/"	"UP-BPE"	"Wroclaw University, Faculty of Life Sciences and Technology, Dept. of Botany and Plant Ecology"
"http://geo.pu.ru/"	"SPSU"	"Saint-Petersburg State University"
"http://www.utu.fi/en/"	"UTU"	"University of Turku"
"http://www.natfak1.uni-halle.de/"	"MLU"	"Martin-Luther-University, Institute of Plantphysiology, Halle"
"http://www.spri.cam.ac.uk/"	"SPRI"	"University of Cambridge, Scott Polar Research Institute, United Kingdom"
"http://www.uni-oldenburg.de"	"COU"	"University of Oldenburg (Carl von Ossietzky Universität), Germany"
"http://www.geog.ox.ac.uk/"	"OUCE"	"Oxford University Centre for the Environment, School of Geography"
"http://www.jpl.nasa.gov"	"NASA"	"National Aeronautics and Space Administration, Jet Propulsion Laboratory"
"http://www.uni-hannover.de"	"GWLU"	"Gottfried Wilhelm Leibniz Universität Hannover, Germany"
"http://www.hu-berlin.de"	"HU"	"Humboldt University of Berlin, Germany"
"http://www.dur.ac.uk/"	"DUR"	"University of Durham, United Kingdom"
"http://www.utas.edu.au/"	"UTAS"	"University of Tasmania, Australia"
"http://www.dmu.dk/"	"NERI"	"National Environmental Research Institute, Denmark"
"http://www.scitech.ac.uk/About/Find/RAL/Introduction.aspx"	"RAL"	"Rutherford Appleton Laboratory"
"www.tencate.com"	"TENCATE GEOSYNTHETICS "	"TenCate Geosynthetics France SAS"
"www.recherche-innovation.equipement.gouv.fr, http://www.lcpc.fr/fr/presentation/collaboration/index6.dml"	"LCPC"	"Laboratoire regional des Ponts et Chaussees de Nancy "
"www.uni-konstanz.de"	"UK"	"University of Konstanz (Universität Konstanz)"
"http://glaciog.ujf-grenoble.fr"	"LGGE"	"Laboratory of Glaciology and Geophysics of the Environment"
	"UG"	"University of Gdansk, Department of Invertebrate Zoology"
"http://www.ujf-grenoble.fr/36392593/0/fiche___pagelibre_accueil/"	"UJF"	"Universite Joseph Fourier"
	"NAU"	"Northern Arizona University"
"http://bubhopal.nic.in/"	"BU, Bhopal, India"	"Barkatullah University"
"http://www.portal.gsi.gov.in/portal/page?_pageid=108,717695&_dad=portal&_schema=PORTAL"	"GSI"	"Geological Survey of India"
"www.pml.ac.uk/"	"PML"	"Plymouth Marine Laboratory, United Kingdom"
"http://www.biotech.ug.gda.pl/stbiol/eng/index.htm"	"UG"	"University of Gdansk, Biological Station"
"http://www.swansea.ac.uk/environment_society/"	"Swan"	"Swansea University, School of the Environment and Society"
"http://jove.geol.niu.edu/"	"NIU"	"Northern Illinois University, Department of Geology"
"http://english.dirnat.no/"	"DN"	"Directorate for Nature Management"
"http://www.sft.no"	"SFT"	"Norwegian Pollution Control Authority"
"http://www.vetinst.no"	"VETINST"	"National Veterinary Institute, Oslo, Norway (Veterinærinstitutt)"
"http://www.nycomed.com/en/menu/"	"Nycomed"	"Nycomed"
"http://www.ssb.no"	"SSB"	"Statistics Norway (Statistisk sentralbyrå)"
"http://www.wild-russia.org/bioregion2/2-kandalakshsky/2_kandal.htm"	"CRNC"	"Center for Russian Nature Conservation, Kandalaksha"
"http://www.statnett.no"	"Statnett"	"Statnett, Oslo, Norway"
"http://www.hihm.no"	"HiHM"	"Hedmark University College"
"http://www.hit.no"	"HiT"	"Telemark University College, Norway"
"http://www.fni.no/insrop/"	"INSROP"	"International Northern Sea Route Programme"
"http://www.wwf.no/"	"WWF-Norway"	"World Wildlife Fund - Norway"
"http://www.snsd.de/"	"SNSD"	"Senckenberg Naturhistorische Sammlung Dresden, Museum für Mineralogie und Geologie Dresden"
"http://www.mbl.ku.dk/"	"MBL"	"University of Copenhagen, Institute of Biology, Marine Biological Laboratory"
"http://www.pomona.edu/"	"POMONA"	"Pomona College"
"http://www.myantarctica.com.my/aboutMARP.htm"	"UM"	"University of Malaya"
"http://www.nofima.no/"	"NOFIMA"	"The Norwegian Institute of Food, Fisheries and Aquaculture Research"
"http://www.imr.no/en"	"IMR"	"Institute of Marine Research, Tromsø, Norway"
"http://www.snm.ku.dk and www.geologiskmuseum.dk"	"SNM-GEO"	"Natural History Museum of Denmark, Geological Museum (Statens Naturhistoriske Museum, Geologisk Museum)"
"http://www.on.ec.gc.ca/wildlife/wildlife_e.html"	"CWS"	"Canadian Wildlife Service"
"www.kth.se"	"KTH"	"Royal Institute of Technology, Div. of History of Science and Technology"
"http://www.ss.mtu.edu/IA/iahm.html"	"MTU"	"Michigan Technological University, Industrial Archaeology"
"http://www.nefsc.noaa.gov/"	"NOAA NEFSC"	"National Oceanic and Atmospheric Administration, Marine Fisheries Service, Northeast Fisheries Science Center"
"www.bsip.res.in"	"BSIP"	"Birbal Sahni Institute of Palaeobotany"
"http://www.uaic.ro/uaic/bin/view/Main/?language=en"	"UAIC, CESEE"	"""Alexandru Ioan Cuza"" University, Centre of Expertise for Sustainable Exploitation of Ecosystems"
"www.nationalgeographic.com, www.brucebarcott.com"	"NGC"	"National Geographic Society"
"http://www.obs-vlfr.fr/LOV/"	"LOV"	"Laboratoire d Oceanographie de Villefranche"
"http://www.tohoku.ac.jp"	"Tohoku"	"Tohoku University, Sendai, Japan"
"http://www.usask.ca/"	"USASK"	"University of Saskatchewan, Canada"
"http://www.gkss.de/index_e.html"	"GKSS"	"GKSS Research Center Geesthacht (GKSS-Forschungszentrum Geesthacht GmbH), Germany"
"http://www.univ-rouen.fr/"	"Rouen"	"Rouen University (Université de Rouen)"
"http://www.ug.gda.pl/pl/"	"UG"	"University of Gdansk, Department of Genetics and Cytology"
"http://www.swan.ac.uk/geography/"	"Swan"	"Swansea University, Department of Geography"
"http://www.ups-tlse.fr/"	"UPS"	"University Paul Sabatier (Université Paul Sabatier)"
"http://www.uniroma1.it/"	"UniRoma1"	"University of Rome ""La Sapienza"""
"http://www2.uit.no/ikbViewer/page/ansatte/organisasjon/hjem?p_dimension_id=88163&p_menu=42374&p_lang=1"	"UiT BFE"	"University of Tromsø, Faculty for Biosciences, Fisheries and Economics"
"http://www.im.cas.cn/"	"CAS-IM"	"Chinese Academy of Sciences, Institute of Microbiology"
"http://www.tio.org.cn/index_English.asp"	"TIO SOA"	"The Third Institute of Oceangraphy, SOA, China"
"www.arctowski.pl"	"PAN ZBA"	"Polish Academy of Sciences Department of Polar Biology"
"http://www.aiofm.cas.cn/"	"CAS-AIOFM"	"Chinese Academy of Sciences, Anhui Institute of Optics and Fine Mechanics"
"http://www.nottingham.ac.uk/engineering/departments/chemenv/index.aspx"	"UoN DCEE"	"University of Nottingham, Department of Chemical and Environmental Engineering"
"http://wwwobs.univ-bpclermont.fr/atmos/fr/index.php"	"LaMP CNRS/UBP"	"Laboratoire de Météorologie Physique, Université Blaise Pascal, Clermont Ferrand, UMR6016 CNRS"
"http://img.univie.ac.at/"	"IMGW"	"Department of Meteorology and Geophysics, University Vienna"
"http://ur.krakow.pl/"	"University of Agriculture in Krakow"	"University of Agriculture in Krakow"
"http://www.unilab.no/"	"UNILAB analyse AS"	"UNILAB analyse AS"
	"NOAA"	"National Oceanic and Atmospheric Administration"
	"University polytechnical of Ancona"	"University polytechnical of Ancona"
	"University of the Basque country"	"University of the Basque country"
"www.uni.no"	"Uni Research"	"Uni Research"
"http://www.geus.dk/"	"GEUS"	"Geological Survey of Denmark"
"http://www.awi.de/en/institute/sites/potsdam/"	"AWI-Potsdam"	"Alfred Wegener Institute Potsdam"
"http://www.ocean.ug.edu.pl/pages/english-version/about-the-institute.php"	"IO UG"	"Institute of Oceanography, University of Gdansk"
"http://www2.hull.ac.uk/science/gees.aspx"	"UoH"	"University of Hull"
"http://www.krc.karelia.ru/index.php?plang=e"	"KaRC"	"Russian Academy of Science Karelian Research Centre, Institute of Biology"
"www.niku.no"	"NIKU"	"Norwegian Institute for Cultural Heritage Research"
"http://www.kth.se/abe/inst/philhist/historia"	"KTH"	"Royal institute of technology, Division of History of Science, Technology and Environment"
"http://www.univ-lehavre.fr/"	"ULH"	"University of Le Havre"
	"Komi Science Center"	"Ural Branch, Russian    Academy of Science "
"http://www.ksc.komi.ru/en/"	"RAS KOMI"	"Russian Academy of Sciences, Ural Division, Komi Science Center"
"http://www2.uit.no/ikbViewer/page/ansatte/organisasjon/hjem?p_dimension_id=88110&p_menu=42374&p_lang=2"	"UiT IMB"	"University in Tromsø, Department of Medical Biology, Medical Pharmacology and Toxicology"
"http://www.polosci.unifi.it/"	"UNIFI Chemistry"	"University of Florence (Università degli Studi di Firenze), Department of Chemistry"
"www.hzg.de"	"HZG"	"Helmholtz-Zentrum Geesthacht Centre for Materials and Coastal Research, Institute for Coastal Research "
"http://www.earthscience.ucr.edu/"	"UCR"	"University of California, Riverside, Dept. of Earth Sciences"
"http://www-iuem.univ-brest.fr/UMR6539/"	"LEMAR"	"Laboratory of sciences of the marine environment (Laboratoire des Sciences de l'Environnement Marin)"
"www.ncosm.gov.cn"	"NCOSM"	"National Center of Ocean Standards and Metrology"
"www.bioforsk.no"	"Bioforsk Nord"	"Bioforsk - Norwegian Institute for Agricultural and Environmental Research"
"http://www.sci.muni.cz"	"MU FoS"	"Masaryk University, Faculty of Science"
"www.ifremer.fr"	"IFREMER"	"French Research Institute for Exploration of the Sea (L'Institut Français de Recherche pour l'Exploitation de la Mer)"
"www.dtu.dk"	"DTU"	"Technical University of Denmark"
"http://www.sb-roscoff.fr/"	"SBR"	"Station Biologique de Roscoff"
"www.tno.nl"	"TNO"	"TNO"
"www.yourku.ca./fes"	"York University"	"York University, Faculty of Environmental Studies"
"http://www.awi.de/en/institute/sites/helgoland/"	"AWI-Helgoland"	"Alfred Wegener Institute Helgoland"
"www.faam.ac.uk"	"FAAM"	"Facility for Airborne Atmospheric Measurements"
"www.ouc.edu.cn"	"OUC"	"Ocean University of China"
"www.uninsubria.it"	"Uninsubria"	"University of Insubria"
"http://narfu.ru/"	"NArFU"	"Northern (Arctic) Federal University named after M.V. Lomonosov"
"http://www.svalbardscienceforum.no"	"SSF"	"Svalbard Science Forum"
"www.iitk.ac.in"	"IIT Kanpur"	"Indian Institute Of Technology Kanpur"
"www.ufv.br"	"UFV"	"Federal University of Viçosa"
"www.ntnu.no/isb"	"NTNUcam"	"Norwegian University of Science and Technology, Department of Circulation and Medical Imaging"
"http://www.geo.uw.edu.pl/"	"Department of Geology UW"	"Department of Geology University of Warsaw"
"http://www.geos.ed.ac.uk/geography/"	"EDI"	"University of Edinburgh"
"www.bates.edu"	"Bates College"	"Bates College"
"www.unina2.it"	"SUN"	"Seconda Università di Napoli, Environmental Science Dept."
"www.idpa.cnr.it"	"CNR"	"National Research Council, Institute for the Dynamics of Environmental Processes (IDPA)"
"www.smtu.ru"	"MTU"	"State Marine Technical University of St.Petersburg"
"www.ufp.pt"	"UFP"	"University Fernando Pessoa"
"http://www.idaea.csic.es/"	"IDAEA-CSIC"	"Consejo Superior de Investigaciones Científicas (Instituto de Diagnóstico Ambiental y Estudios del Agua)"
"http://www.hartrao.ac.za"	"HartRAO"	"Hartebeesthoek Radio Astronomy Observatory"
"http://www.kezk.bio.univ.gda.pl/"	"UG KEiZK"	"University of Gdańsk, Dept. of Vertebrate Ecology and Zoology"
"http://www.ibaf.cnr.it/English%20version/index.htm"	"IBAF"	"Institute of Agro-environmental and Foresty Biology"
"www.ucc.ie"	"UCC"	"University College Cork"
"http://www.vliz.be"	"VLIZ"	"Flanders Marine Institute (Vlaams Instituut Voor De Zee)"
"http://www.ampere-lyon.fr/"	"AMPERE"	"Laboratoire Ampère (Ampere Laboratory)"
"http://www.med.uio.no/imb/om/organisasjon/avdelinger/ernaering/"	"UiO, DoN"	"University of Oslo, Institute of Basic Medical Sciences, Department of Nutrition "
"www.nhm.ac.uk"	"NHM"	"Natural History Museum, London, UK"
"http://www.uqar.ca/"	"UQAR"	"University of Quebec in Rimouski"
"www.glackma.es"	"GLACKMA"	"Glaciares, Criokarst y Medio Ambiente"
"http://www.ncas.rutgers.edu/ees"	"Rutgers"	"Rutgers, the State University of New Jersey, Department of Earth & Environmental Sciences"
"http://www.uaa.alaska.edu"	"UAA"	"University of Alaska Anchorage"
"www.mail.jnu.ac.in"	"JNU"	"Jawaharlal University, New Delhi"
"www.allamericanhero.net"	"Enet"	"Enet"
"http://www.lundin-petroleum.com/eng/operation_norway.php"	"Lundin"	"Lundin Norway AS"
"www.ksri.ru"	"KSRC"	"Krylov State Research Centre"
"www.unina2.it"	"SUN"	"Second University of Naples"
"http://fw.oregonstate.edu/"	"OSU"	"Oregon State University, Department of Fisheries and Wildlife"
"http://www.wageningenur.nl/en.htm"	"WU"	"Wageningen University"
"http://www.york.ac.uk/"	"UoY, ED"	"University of York, Environment Department"
"www.iamma.8m.com"	" IAMMA"	"Institute of agricultural marketing, management & administration, India"
"http://www.dirnat.no"	"DN"	"Directorate for nature management"
"http://www.awi.de/en/research/research_divisions/biosciences/coastal_ecology/"	"AWI-Sylt"	"Alfred Wegener Institute, Wadden Sea Station Sylt - Coastal Ecology"
"http://www.upm.es/institucional"	"UPM"	"Technical University of Madrid (Universidad Politécnica de Madrid)"
"www.mncn.csic.es"	"MNCN-CSIC"	"Natural History Museum, Spanish Council for Scientific Research"
"http://www.ruhr-uni-bochum.de"	"RUB"	"Ruhr-Universität Bochum"
"http://www.uibk.ac.at/"	"IMGI"	"University of Innsbruck, Institute of Meteorology and Geophysics "
"www.rocketrange.no"	"ARS"	"Andøya Rocket Range"
"http://www.geos.unicaen.fr"	"M2C"	"University of Caen, Laboratoire de morphodynamique Continentale et Côtière (Laboratory of continental and coastal morphodynamics)"
"http://www.abington.psu.edu/psasite.php"	"PSU-Abington"	"Penn State University, Abington College"
"none"	"EC"	"Environmental Consutling"
"http://thema.univ-fcomte.fr/"	"GDR CNRS Mutations polaires"	"Centre National de la Recherche Scientifique GDR Mutations polaires"
"none"	"EC"	"Environmental Consulting"
"www.ngu.no"	"NGU"	"Geological Survey of Norway"
"www.alterra.wur.nl/uk"	"Alterra"	"Alterra, Wageningen UR"
"www.krsc.ru"	"KB GS RAS"	"Kola Branch of Geophysical Service Russian Academy of Science"
"http://www.helsinki.fi/ymparistotieteet/english/index.html"	"UoH"	"University of Helsinki, Department of Environmental Sciences"
"www.dur.ac.uk"	"DU"	"Durham University, Department of Biological and Biomedical Sciences"
"www.usm.my"	"USM"	"Universiti Sains Malaysia"
"http://www.nrcan.gc.ca/earth-sciences/about/organization/organization-structure/geological-survey-of-canada/8422"	"GSC"	"Geological Survey of Canada "
"http://geoscience.ucalgary.ca/"	"UC"	"University of Calgary, Faculty of Geoscience"
"http://www.gzn.uni-erlangen.de/geozentrum/"	"FAU"	"Friedrich-Alexander Universität Erlangen-Nürnberg (FAU), GeoZentrum Nordbayern"
"http://www.geology.gov.yk.ca"	"YGS"	"Yukon Geological Survey "
"http://www.dst.unisi.it/"	"DST"	"University of Siena, Dipartimento di Scienze della Terra"
"http://www.dur.ac.uk/geography/"	"DUR Geography"	"Durham University, Department of Geography"
"www.unom.ac.in"	"MU"	"Madras University"
"www.nina.no"	"NINA, Oslo"	"Norwegian Institute for Nature Research, Oslo"
"http://www.helsinki.fi/geo/english/index.html"	"UoH Geo"	"University of Helsinki, Department of Geosciences and geography "
"http://webdeptos.uma.es/ecolgeo/"	"UMA"	"Universidad de Málaga, Facultad de Ciencias, Departamento de Ecología y Geología"
"www.plymouth.ac.uk"	"Plymouth University"	"University of Plymouth"
"http://www.umd.umich.edu/"	"U of M - Dearborn"	"University of Michigan - Dearborn"
"http://www.qdio.cas.cn/"	"IOCAS"	"Institute of Oceanology, Chinese Academy of Sciences"
"http://www.wsu.edu"	"WSU"	"Washington State University"
"www.seasketch.org"	"SEASKETCH"	"PanArctic Project Seasketch "
"http://www.exeter.ac.uk/cornwall/"	"Exeter-Eco"	"University of Exeter, Cornwall Campus, Center for Ecology and Conservation"
"http://www.ceg.ncl.ac.uk/"	"NCL"	"University of Newastle upon Tyne, United Kingdom, School of Civil Engineering and Geosciences"
"www.nct.ac.in"	"NC"	"National College, Tiruchirappalli"
"http://www.bnu.edu.cn/pub/bei/"	"BNU"	"Beijing Normal University-College of Global Change and Earth System Science"
"http://www.dlut.edu.cn"	"DUT"	"Dalian University of Technology"
"http://english.ib.cas.cn/"	"CAS-IB"	"Chinese Academy of Sciences, Institute of Botany"
"www.uio.no"	"UiO"	"University of Oslo"
"www.bdu.ac.in"	"BDU"	"Bharathidasan University"
"http://www.pknu.ac.kr/usrEngIndex.do"	"PKNU"	"Pukyong National University, South Korea"
"http://www.ncnp.go.jp/nin/index_e.html"	"NIN"	"National Institute of Neuroscience, Tokyo, Japan"
"http://tu-dresden.de"	"TU Dresden"	"Technical University Dresden"
"http://www-iuem.univ-brest.fr/"	"UBO - IUEM"	"University of Bretagne Occidentale - European University Institute of Marine Sciences"
"www.snu.ac.kr"	"SNU"	"Seoul National University"
"http://www.kict.re.kr/"	"KICT"	"Korea Institute Construction Technology"
"http://www.snu.ac.kr"	"SNU"	"Seoul National University"
"imr.no"	"IMR"	"Institute of Marine Research"
"http://www.hutton.ac.uk/"	"JHI"	"The James Hutton Institute"
"http://www.abdn.ac.uk/"	"UoA"	"The University of Aberdeen"
"www.cycleguide.info"	"cycleguide"	"cycleguide e.K."
"www.aho.no"	"AHO"	"Arkitektur- og Designhøgskolen i Oslo"
"http://www.k-state.edu"	"K-State"	"Kansas State University"
"http://www.ulg.ac.be"	"ulg"	"University of Liège"
"www.ismer.ca"	"ISMER/UQAR"	"Institut des Sciences de la Mer de Rimouski"
"http://www.rug.nl/research/behavioural-ecology-and-self-organization/"	"Behavioral Ecology and Selforganization, Centre for Ecological and Evolutionary Studies"	"University of Groningen"
"http://www.uni-leipzig.de/geographie/"	"UL"	"Universität Leipzig, Institut für Geographie "
"http://en.puls.edu.pl/"	"Poznan"	"Poznan University of Life Sciences"
"http://www.iepn.ru/"	"IEPN, Ural branch of Russian Academy of Science"	"Institute of Ecologocal Problems of the North, Ural branch of Russian Academy of Science"
"http://www.unich.it/"	"UniChietiPescara"	"Università degli Studi 'G. d'Annunzio' Chieti e Pescara"
"www.hampshire.edu"	"Hampshire College"	"Hampshire College"
"http://niku.no/"	"NIKU"	"Norwegian Institute for Cultural Heritage Research"
"http://www.ibaf.cnr.it"	"CNR IBAF"	"CNR - Istituto di biologia agro-ambientale e forestale"
"www.iamc.cnr.it"	"CNR IAMC"	"CNR Istituto per l'Ambiente Marino Costiero"
"http://ivscc.gsfc.nasa.gov/contacts.html"	"IVS"	"International VLBI Service for Geodesy and Astrometry"
"www.mgimo.ru"	"MGIMO"	"Moscow State University of International Affairs (MFA Russia)"
"http://www.cipr.uni.no/"	"Uni CIPR"	"Centre for Integrated Petroleum Research"
"http://www.sum.uio.no/contact/index.html"	"UiO SUM"	"University of Oslo, Centre for Development and the Environment"
"http://biology.krc.karelia.ru/default1.htm"	"Karelian research centre"	"Institute of Biology, Karelian research centre, russian academy of science"
